label	text 
세계	이란 탄도 미사일 개발 은 협상 대상 아냐 재 확인 
IT과학	인공지능 에서 구글 과 경쟁 하 려면 데이터 확보 중요 
생활문화	가을 아 거기 서 라 … 단풍 맛 좀 보 자 전국 유명산 북적 
스포츠	10 대 주축 일본 에 역전패 … 한국 여자 배구 결승 진출 실패 
생활문화	인천 국제공항 10 월 상설 공연 개최 
경제	나 노스 새만금 부지 에 전기차 공장 설립 MOU 체결 
세계	미니 슈퍼 화요일 힐러리 · 트럼프 플로리 다서 승리 연설 
사회	박기수 신임 TBN 광주 교통 방송 본부 장 취임 
IT과학	SKT · LGU · NIPA 중소기업 5 G IoT 기술 지원 협약 
세계	나치 희생자 기억 하 자 … 7 만 5 천 개 째 슈 톨 퍼 슈타인 설치 돼 
경제	하나 금융 3 분기 순익 8 천 360 억 원 … 전 분기 대비 27 %↑ 
세계	유럽 의회 2021 년 4 월 부터 서머 타임 제 폐지 법안 가결 처리 
IT과학	KT 기 가 지니 로 아이스크림 주문 … SPC 해피 오더 와 연동 
IT과학	삼성 갤럭시 S 9 중국 내 신 제품 중 가장 우수 평가 
사회	액티브 X 고통 에서 벗어나 자 … 오늘 제거 법 설 명회 
사회	인민 에서 국민 으로 … 38 선 이북 수복 지구 는 어떻게 변했 나 
스포츠	올림픽 예선 출격 앞둔 남자 배구 대표 팀 실전 점검 순조 
IT과학	SK 텔레콤 V 50 ThinQ 판매 시작 
IT과학	KT GEPP 가나 출시 
정치	박 대통령 TK 초 ㆍ재선 11 명 과 사드 민심 면담 
사회	학교 비정규직 파업 이틀 째 도시락 먹 는 학생 들 
정치	北 나흘 에 한 번 꼴 국제 행사 … 제재 끄떡 없 다 선전용 
생활문화	오후 들 어 한파 주춤 … 서울 닷새 만 에 한파 특보 해제 
정치	우 병우 정운호 몰래 변론 의혹 은 찌 라 시 수준 소설 종합 2 보 
정치	北 ICBM 재진 입체 시험 초기 단계 로 추정 … 전문가 분석 
스포츠	바르셀로나 벤피카 라이트 백 세 메 두 영입 사실 상 확정 
세계	미 성탄절 쇼핑 시즌 아마존 알렉사 앱 최고 인기 
세계	10 살 때 폭동 선동 … 사우디 시아파 18 세 소년 사형 위기 
경제	비 에 이치 아이 작년 연결 영업 손실 423 억 원 … 적자 전환 
생활문화	경기도 문화유산 구글 컬처 럴 인 스티 튜 트 에 선보여 
정치	전문 文 대통령 인터넷 은행 규제 혁신 … 고인 저수지 물꼬 트 는 것 
사회	광주 에서 이어진 세계 기자 대회 … 5 · 18 묘역 참배 
사회	과기부 한국 유럽 연합 연구 시설 정보 제공 플랫 폼 개통 
IT과학	에넥스 텔레콤 기본 료 0 원 요금 나흘 만 에 5 천 명 가입 
생활문화	세계 적 팝 스타 스팅 5 월 이태원 소극장 무대 오른다 
스포츠	다음 에 다시 만나 요 … 아리 스포츠 컵 북한 선수단 출국 
세계	아프리카 말리 테러 로 군인 38 명 피살 … 지 하디스 트 소행 
생활문화	공간 에 겹쳐 새긴 역사 와 기억 … 서효인 시집 여수 
세계	중국 전력 굴 기 … 브라질 전력 회사 지배 지분 2 조 원 에 인수 
IT과학	5 G 시대 융합 보안 강화 방안 은 
세계	中 정 협 위원 남중국해 분쟁 지역 에 조세 회피 처 조성 하 자 
세계	시진핑 경제 정책 비판 론 확산 하나 … 中 저명 경제학자 도 반기 
정치	기술 확보 · 인재 육성 … 정부 4 차 산업 혁명 대응 방향 발표 
스포츠	아스널 벵거 감독 뮌헨 전 대패 로 비난 여론 증폭 
생활문화	온라인 · 106 신규 가입 프로모션 
정치	국민 의 당 광주 선언 은 억지 사과 … 컷오프 배제 자 틈새 공략 도 
스포츠	박항서 감독 한국 축구 새 감독 오 고 나 서 동기 부여 된 . .. 
세계	리커창 中 경제 6 % 이상 성장 지속 매우 쉽 지 않 아 종합 
정치	홍남기 부총리 출입 기자단 과 간담회 
생활문화	겨울 아 반갑 다 … 용평 · 휘닉스 평창 스키장 17 일 첫 개장 종합 
세계	친 미 사우디 도 美 골란 고원 이스라엘 주권 인정 반대 
스포츠	여자 배구 현대건설 실업팀 양산 시청 에 31 신승 … 찝찝 한 승리 
세계	반세기 꿈 베네치아 자치 권 획득 또 좌절 … 주민 투표 부결 
세계	日 아베 이란 방문 전 이스라엘 총리 와 통화 
정치	정세균 국회 의장 3 당 원내대표 와 회동 
세계	뉴질랜드 서 갤럭시 S 8 큰 스크린 이 좋 아 호평 
스포츠	이영택 KGC 인 삼공사 감독 대행 축하 인사 불편 해 
스포츠	골 넣 는 수비수 전북 김민재 K 리그 1 3 라운드 MVP 
사회	KT 경북 대학교 서 청춘 해 개최 
스포츠	김소니아 더블 더블 … 우리 은행 시즌 10 승 고지 선착 
사회	연합뉴스 · 대한 응급 의 학회 응급 환자 살리 기 공동 캠페인 개시 
스포츠	토트넘 인종 차별 관중 끝 까지 찾아낸다 … CCTV 경찰 에 . .. 
정치	한미 공군 北 핵 시설 정밀 타격 훈련 한다 … 레드 플래그 돌입 
스포츠	옐 리치 30 홈런 선착 … MLB 월간 홈런 1 천 142 개 신기록 
경제	게시판 미래 에 셋 대우 22 일 전국 동시 WM 자산관리 세미나 
스포츠	MLB 양키스 부상자 명단 최다 신 기록 수립 … 29 명 째 
생활문화	낮 최고 19 도 날씨 따뜻 해져 … 중부 밤 늦 게 비 조금 
스포츠	2 강 구도 를 깨 다 한화 4 연승 행진 … 3 천 658 일 만 에 . .. 
스포츠	테리 45 점 … 인삼 공사 트레이드 상대 kt 꺾 고 메리 크 . .. 
세계	獨 美 주도 호르무즈 호위 연합체 에 참여 안 해 종합 2 보 
정치	北 북한 인권법 · 테러 방지법 국회 통과 에 중대 도발 주장 
정치	北 닷새 만 에 또 새로운 숫자 로 난수 방송 
정치	정의당 당권 경쟁 심상정 · 양경 규 2 파전 … 내달 13 일 새 대표 선출 
정치	朴 대통령 케냐 어린이 만나 체조 하 면 건강 해져요 종합 
스포츠	제 30 회 차범근 축구 상 13 명 선정 … 26 일 시상식 
정치	대통령 퇴진 4 개월 째 시위 수단 서 저항 의 상징 여성 눈길 
경제	SK 이노베이션 2 분기 영업 익 1 조 1 천 195 억 원 … 12 %↑ 
정치	北 매체 외부 지원 없 어도 좋 아 … 또 중국 겨냥 
경제	특징 주 금융 시장 출렁 … 금융 · 증권 주 줄줄이 52 주 신저 가 종합 
세계	카탈루냐 독립 초 읽 기 … 30 일 마드리드 지로나 전 연기 될 수 도 
IT과학	게시판 KT 엠 모바일 여름 휴가철 여행 · 레저 프로모션 
스포츠	개막 5 연승 돌풍 부천 정갑석 감독 K 리그 3 월 의 감 . .. 
생활문화	사표 내 고 떠나 다 … 퇴사 자 여행 에 세이 인기 
스포츠	2 승 3 패 두산 반격 의 필요 조건 은 안정 된 수비 
정치	돌풍 박주민 거리 의 변호사 서 1 등 與 최고 위원 으로 
정치	민주 새 대표 에 이해찬 … 최고 위원 박주민 · 박광온 등 5 명 3 보 
정치	백원우 김기현 첩보 이첩 단순 행정 처리 … 檢 정치 적 의도 의심 종합 
세계	한미 약품 먹 는 유방암 치료제 오락 솔 美 임상 3 상 본격화 
경제	금감원 홈페이지 서 즉시 연금 분쟁 조정 신청 받 는다 
스포츠	FA 류현진 다저스 떠날 수 도 … 디 애 슬 레 틱 등 현지 매 . .. 
생활문화	국립극단 연출 의 판 작업 진행 중 쇼 케이스 이달 시작 
정치	정운찬 전 총리 차기 대선 출마 가닥 
사회	KT 캠페인 기부금 1 천만 원 월드 비전 에 전달 
생활문화	KBS 교향악단 말러 9 번 DG 레이블 로 발매 
사회	코바 코 화이 브라더스 · 카카오 페이지 와 웹툰 스토리 공모전 
생활문화	외국인 이 가장 먹 어 보 고 싶 은 이색 한식 1 위 산 낙지 
정치	운동 권 대 MB 비서관 출신 … 광주 서 갑 2 野 대결 관심 
경제	GS 건설 주상 복합 아파트 은평 스카이 뷰 자이 분양 
생활문화	완전 무장 퇴근길 모자 필수 
경제	SK 머티 리얼 즈 2 분기 영업 익 408 억 원 … 7 . 7 % 증가 
경제	주목 이 종목 삼성전자 · 아모레 퍼시픽 · GS 건설 
세계	애플 중국 에 꿇 었 나 … 만리 방화벽 우회 앱 자율 삭제 
경제	NH 투자 스튜디오 드래곤 이익 증가 둔화 예상 … 목표 가 ↓ 
스포츠	페널티킥 갈등 겪 은 네이마르 몽펠리에 원정 명단 제외 
사회	일문일답 케빈 마틴 페이스북 부사장 
사회	단통 법 무용 론 다시 고개 … 고액 지원금 불법 딱지 뗄 까 
생활문화	신간 데리다 와 문학 · 과 로 자살 
스포츠	켈리 7 이닝 10 K 2 실점 쾌투 … SK 한 화전 8 연승 
사회	LH 국민 임대 주택 1 만 4 천 여 가구 예비 입주자 모집 
생활문화	신간 아버지 와 살 면 · 홍세화 의 공부 
경제	SPP 조선 인수 우선 협상 대상자 로 SM 그룹 선정 
경제	분양 심사 늦 어 지 는 나인원 한남 하루 이자 비용 만 1 억 8 천만 원 
정치	朴 대통령 7 일 만 에 김현웅 사표 수리 … 최재경 은 보류 종합 
경제	현대 상선 2 분기 영업 손실 2 천 543 억 원 … 적자 지속 종합 
스포츠	벌써 8 승 KBO 리그 때 보다 빠르 다 … 류현진 의 엄청난 승리 사냥 
정치	北 문화 예술인 에 명작 창작 독려 … 모란봉 악단 본받 아야 
IT과학	밤샘 줄서기 단 1 명 … 예전 같 지 않 은 아이폰 8 열기 
경제	사드 보복 에 유커 발길 뚝 … 2 분기 여행 수입 6 년 만 에 최소 
사회	SNS 돋보기 자녀 와 떨어져 홀로 사 는 노인 증가 … 안타까운 현실 
생활문화	82 년 생 김지영 일본 어판 3 개월 만 에 13 만부 
스포츠	프로 농구 DB SK 에 패하 고 도 6 년 만 에 정규 리그 제패 . .. 
스포츠	KIA 호남 지역 초등 학교 야구 대회 개최 
세계	獨 언론 극우 AfD 의원 러시아 로부터 통제 당해 
스포츠	레이 커스 NBA 성탄 매치 서 골든 스테이트 에 완승 
경제	두산 그룹 성남 분당 에 두산 분당 센터 짓 는다 
IT과학	두 차례 발사 연기 된 차세대 소형 위성 내일 새벽 발사 
IT과학	정보 통신 서비스 사업자 유출 개인 정보 7 년 간 7 천 428 만 건 
스포츠	도로공사 앳킨슨 무릎 부상 으로 아웃 … 테일러 쿡 으로 교체 
생활문화	남성 4 인극 으로 재 해석 한 로미오 와 줄리엣 
경제	KB 금융 글로벌 인프라 펀드 5 호 · 6 호 투자 계약 체결 
정치	日 언론 文 대통령 역사 문제 언급 자제 … 대일 비난 억제 종합 
정치	나경원 오만 한 국민 패 싱 선거법 철회 해야 
IT과학	英 연구 팀 물 담배 피우 면 당뇨 · 비 만 위험 커져 
세계	이란 혁명 수비대 석유 밀수 시도 외국 유조선 억류 
정치	朴 대통령 北 정권 공포 정치 로 주민 의 삶 지옥 으로 몰 아 
사회	신고 · 규제 에 스팸 메일 32 % 줄 었 다 
스포츠	8 번 타자 추신수 시범 경기 2 타수 무안타 1 볼넷 1 타점 
세계	멕시코 중부 송유관 폭발 사고 사망자 134 명 으로 늘 어 
사회	영상 미혼 남녀 절반 이상 결혼 NO 동거 OK 
정치	대구 예비 후보 의 정보 고회 금지 가처분 신청 
생활문화	오후 들 어서 도 전국 온통 꽁꽁 … 올겨울 첫 한파 경보 
스포츠	장신 세터 김명관 느린 성장 속도 내 경쟁력 됐 다 
정치	인권 단체 北 종교 자유 침해 영상 8 개 국어 로 제작 
정치	美 의 비핵화 주도 요청 … 文 대통령 포스트 북미 회담 중재 주목 
세계	베네수엘라 국경 서 원조 반입 놓 고 충돌 … 2 명 사망 · 31 명 부상 종합 
정치	방북 IPF 자문 위원장 북한 15 ∼ 20 년 후 엔 또 다른 싱가포르 될 것 
정치	미래 당 오 신환 사 보임 갈등 
정치	美 폭격기 B 1 B 8 일 만 에 한반도 재출 격 … 김정은 겨냥 고강 도 압박 
IT과학	블랙홀 생성 비밀 풀 어 줄 중력파 3 개 검출기 서 첫 동시 관측 
스포츠	이대호 3 경기 연속 결승 타 … 롯데 넥센 꺾 고 5 위 추격 
사회	기 활법 은 한국 경제 위기 극복 을 위한 기회 
사회	한국 언론 의 사표 송건호 흉상 옥천 생가 에 세운다 
사회	대체 공휴일 확대 … 외국인 관광객 비자 발급 간소 화 
사회	무역 위 스마트폰 발광 케이스 특허 침해 조사 
IT과학	셰 크 먼 호기심 분야 꾸준 한 연구 가 노벨상 비결 
IT과학	인 스타 그램 사용 자 관심 반영 한 동영상 추천 기능 추가 
사회	한 경연 일자리 창출 위해 기업 도시 2 . 0 추진 해야 
경제	현대차 증권 2 분기 영업 이익 414 억 원 … 232 % 증가 종합 
IT과학	황창규 KT 회장 5 G 속도 로 글로벌 1 등 도전 
정치	北 제 7 차 당 대회 독려 … 역사 적 분수령 으로 
생활문화	마산 문신 미술관 조각가 문신 1960 년 대 작품 기획 전 
정치	한국 당 서울 교통 공사 사장 · 노조 위원장 고발 … 감사 결과 거부 
사회	5 G 시대 스마트 제조 혁신 과 융합 보안 세미나 
경제	그래픽 주식 형 펀드 · 채권 형 펀드 설정 액 추이 
경제	요금 할인율 25 % 분란 속 강행 … 이 통사 도 기존 약정 자 도 불만 
정치	홍영표 일자리 으뜸 기업 방문 … 고용 창출 격려 
사회	금감원 이 어 공정위 까지 … 정부 기관 사칭 악 성 메일 기승 
경제	美 中 무역 전쟁 해결 기대 에 원 달러 16 원 ↓… 22 개월 만 에 최대 낙폭 종합 
경제	키움증권 3 분기 영업 익 795 억 원 … 83 % 증가 
경제	착한 기업 투자 SRI 펀드 인기 … 석 달 간 약 500 억 유입 
IT과학	화재 · 폭발 위험 없 는 리튬 전지용 고체 전해질 개발 
정치	與 옥새 행방 설전 … 당사 에 없 어 vs 당사 에 존재 
사회	평창 올림픽 바가지 업소 다 잡 아 낸다 … 칼 빼 든 강원도 
정치	이정현 당 대표 취임 후 첫 호남 방문 … 금의환향 
정치	여야 3 당 원내대표 회동 … 30 일 본회 의 처리 법안 논의 
사회	고려대 조국 법무 장관 사퇴 촉구 촛불 집회 
생활문화	카오스 의 저자 가 말 하 는 정보 에 관한 거의 모든 것 
경제	우리 들 제약 타 법인 증권 취득 목적 50 억 원 편성 
경제	게시판 NH 투자 증권 25 · 26 일 100 세 시대 아카데미 
경제	SK 네트 웍스 작년 영업 익 1 천 382 억 원 … 3 % 감소 
스포츠	프로 농구 kt 20182019 시즌 슬로건 은 붐 업 
경제	유럽 증시 옐런 신중 한 금리 발언 에 상승 출발 
정치	한국 당 이틀 째 국회 보이콧 … 정우택 대표 연설 취소 
IT과학	애플 의 등 에 매달린 원숭이 아이폰 판매 대수 
스포츠	9 개월 만 에 돌아온 박주호 내 경기력 남 들 이 평가 해 주 실 . .. 
정치	탕평채 놓 고 협 치 탐색 한 여 야정 … 웃 으면서 도 할 말 다 했 다 종합 
경제	2 달러 에서 140 달러 까지 … 롤러코스터 유가 의 역사 
경제	현대 상선 한진 해운 대체 선박 13 척 투입 … 비상 경영 체제 돌입 종합 
세계	북미 정상 회담 트럼프 김정 은 첫 만남 시청 률 31 . 02 ％ 종합 
정치	평양 정상 회담 만 찬장 향하 는 문 대통령 
IT과학	중소기업 에 고부 가 가치 전파 기술 전파 해요 
세계	나토 창설 70 주년 맞 아 3 4 일 워싱턴 서 외교 장관 회의 개최 
IT과학	네이버 모바일 첫 화면 개편 … SE 검색 과 유사 
경제	온라인 대출 정보 연계 대 부업 대출 잔액 15 % 증가 종합 
스포츠	영상 엄마 욕 듣 고 관중 에게 공 던진 NBA 선수 퇴장 
정치	임박 한 개각 … 송영무 를 어떻게 할 것 인가 최대 변수 
스포츠	정규 리그 우승 일궈낸 이상범 감독 3 월 초 2 연패 당한 . .. 
